checking_status,duration,credit_history,credit_amount,savings,employment,installment_rate,personal_status_sex,other_debtors,residence_since,property,age,other_installment_plans,housing,existing_credits,job,people_liable,telephone,foreign_worker,default,purpose_grouped
0_200,60,existing_paid,6288,less_100,1_4,4,male_single,none,4,unknown_no_property,42,none,for_free,1,skilled_official,1,none,yes,bad,Investment/Development
no_account,24,critical_other,6842,unknown,1_4,2,male_single,none,4,building_society_savings_life_insurance,46,none,own,2,management_self_employed_highly_qualified,2,yes,yes,good,Vehicles
no_account,12,existing_paid,3527,unknown,less_1,2,male_single,none,3,building_society_savings_life_insurance,45,none,own,1,management_self_employed_highly_qualified,2,yes,yes,good,Vehicles
no_account,10,existing_paid,1546,less_100,1_4,3,male_single,none,2,real_estate,31,none,own,1,unskilled_resident,2,none,no,good,Vehicles
no_account,24,existing_paid,929,unknown,4_7,4,male_single,none,2,car_or_other,31,stores,own,1,skilled_official,1,yes,yes,good,Home
no_account,4,critical_other,1455,less_100,4_7,2,male_single,none,1,real_estate,42,none,own,3,unskilled_resident,2,none,yes,good,Vehicles
less_0,15,existing_paid,1845,less_100,less_1,4,female_divorced_separated_married,guarantor,1,building_society_savings_life_insurance,46,none,rent,1,skilled_official,1,none,yes,good,Home
0_200,48,no_credit_all_paid,8358,500_1000,less_1,1,female_divorced_separated_married,none,1,car_or_other,30,none,own,2,skilled_official,1,none,yes,good,Vehicles
less_0,24,all_paid,3349,500_1000,less_1,4,male_single,none,4,unknown_no_property,30,none,for_free,1,skilled_official,2,yes,yes,bad,Home
no_account,12,existing_paid,2859,unknown,unemployed,4,male_single,none,4,unknown_no_property,38,none,own,1,management_self_employed_highly_qualified,1,yes,yes,good,Vehicles
no_account,18,existing_paid,1533,less_100,less_1,4,male_married,co_applicant,1,building_society_savings_life_insurance,43,none,own,1,unskilled_resident,2,none,yes,bad,Home
no_account,24,existing_paid,3621,100_500,greater_7,2,male_single,none,4,car_or_other,31,none,own,2,skilled_official,1,none,yes,bad,Home
0_200,18,critical_other,3590,less_100,unemployed,3,male_married,none,3,car_or_other,40,none,own,3,unemployed_unskilled,2,yes,yes,good,Investment/Development
less_0,36,delay,2145,less_100,4_7,2,male_single,none,1,car_or_other,24,none,own,2,skilled_official,1,yes,yes,bad,Investment/Development
0_200,24,existing_paid,4113,500_1000,less_1,3,female_divorced_separated_married,none,4,car_or_other,28,none,rent,1,skilled_official,1,none,yes,bad,Vehicles
no_account,36,existing_paid,10974,less_100,unemployed,4,female_divorced_separated_married,none,2,car_or_other,26,none,own,2,management_self_employed_highly_qualified,1,yes,yes,bad,Home
less_0,12,existing_paid,1893,less_100,1_4,4,female_divorced_separated_married,guarantor,4,building_society_savings_life_insurance,29,none,own,1,skilled_official,1,yes,yes,good,Vehicles
less_0,24,critical_other,1231,greater_1000,greater_7,4,female_divorced_separated_married,none,4,building_society_savings_life_insurance,57,none,rent,2,management_self_employed_highly_qualified,1,yes,yes,good,Home
greater_200,30,critical_other,3656,unknown,greater_7,4,male_single,none,4,building_society_savings_life_insurance,49,stores,own,2,unskilled_resident,1,none,yes,good,Home
0_200,9,critical_other,1154,less_100,greater_7,2,male_single,none,4,real_estate,37,none,own,3,unskilled_resident,1,none,yes,good,Home
less_0,28,existing_paid,4006,less_100,1_4,3,male_single,none,2,car_or_other,45,none,own,1,unskilled_resident,1,none,yes,bad,Vehicles
0_200,24,existing_paid,3069,100_500,greater_7,4,male_single,none,4,unknown_no_property,30,none,for_free,1,skilled_official,1,none,yes,good,Home
no_account,6,critical_other,1740,less_100,greater_7,2,male_married,none,2,real_estate,30,none,rent,2,skilled_official,1,none,yes,good,Home
0_200,21,delay,2353,less_100,1_4,1,male_divorced_separated,none,4,building_society_savings_life_insurance,47,none,own,2,skilled_official,1,none,yes,good,Vehicles
no_account,15,existing_paid,3556,unknown,1_4,3,male_single,none,2,unknown_no_property,29,none,own,1,skilled_official,1,none,yes,good,Vehicles
no_account,24,existing_paid,2397,500_1000,greater_7,3,male_single,none,2,car_or_other,35,bank,own,2,skilled_official,1,yes,yes,bad,Home
0_200,6,existing_paid,454,less_100,less_1,3,male_married,none,1,building_society_savings_life_insurance,22,none,own,1,unskilled_resident,1,none,yes,good,Home
0_200,30,existing_paid,1715,unknown,1_4,4,female_divorced_separated_married,none,1,car_or_other,26,none,own,1,skilled_official,1,none,yes,good,Home
0_200,27,critical_other,2520,500_1000,1_4,4,male_single,none,2,building_society_savings_life_insurance,23,none,own,2,unskilled_resident,1,none,yes,bad,Home
no_account,15,existing_paid,3568,less_100,greater_7,4,female_divorced_separated_married,none,2,car_or_other,54,bank,rent,1,management_self_employed_highly_qualified,1,yes,yes,good,Home
no_account,42,existing_paid,7166,unknown,4_7,2,male_married,none,4,building_society_savings_life_insurance,29,none,rent,1,skilled_official,1,yes,yes,good,Home
less_0,11,critical_other,3939,less_100,1_4,1,male_single,none,2,real_estate,40,none,own,2,unskilled_resident,2,none,yes,good,Vehicles
0_200,15,existing_paid,1514,100_500,1_4,4,male_single,guarantor,2,real_estate,22,none,own,1,skilled_official,1,none,yes,good,Home
no_account,24,existing_paid,7393,less_100,1_4,1,male_single,none,4,building_society_savings_life_insurance,43,none,own,1,unskilled_resident,2,none,yes,good,Vehicles
less_0,24,all_paid,1193,less_100,unemployed,1,female_divorced_separated_married,co_applicant,4,unknown_no_property,29,none,rent,2,unemployed_unskilled,1,none,yes,bad,Vehicles
less_0,60,existing_paid,7297,less_100,greater_7,4,male_single,co_applicant,4,unknown_no_property,36,none,rent,1,skilled_official,1,none,yes,bad,Investment/Development
no_account,30,critical_other,2831,less_100,1_4,4,female_divorced_separated_married,none,2,car_or_other,33,none,own,1,skilled_official,1,yes,yes,good,Home
greater_200,24,existing_paid,1258,500_1000,1_4,3,female_divorced_separated_married,none,3,car_or_other,57,none,own,1,unskilled_resident,1,none,yes,good,Home
0_200,6,existing_paid,753,less_100,1_4,2,female_divorced_separated_married,guarantor,3,real_estate,64,none,own,1,skilled_official,1,none,yes,good,Home
0_200,18,delay,2427,unknown,greater_7,4,male_single,none,2,building_society_savings_life_insurance,42,none,own,2,skilled_official,1,none,yes,good,Investment/Development
no_account,24,delay,2538,less_100,greater_7,4,male_single,none,4,car_or_other,47,none,own,2,unskilled_resident,2,none,yes,bad,Vehicles
0_200,15,all_paid,1264,100_500,1_4,2,male_married,none,2,building_society_savings_life_insurance,25,none,rent,1,skilled_official,1,none,yes,bad,Vehicles
0_200,30,critical_other,8386,less_100,4_7,2,male_single,none,2,building_society_savings_life_insurance,49,none,own,1,skilled_official,1,none,yes,bad,Home
no_account,48,existing_paid,4844,less_100,unemployed,3,male_single,none,2,car_or_other,33,bank,rent,1,management_self_employed_highly_qualified,1,yes,yes,bad,Investment/Development
greater_200,21,existing_paid,2923,100_500,1_4,1,female_divorced_separated_married,none,1,car_or_other,28,bank,own,1,management_self_employed_highly_qualified,1,yes,yes,good,Vehicles
less_0,36,existing_paid,8229,less_100,1_4,2,male_single,none,2,building_society_savings_life_insurance,26,none,own,1,skilled_official,2,none,yes,bad,Vehicles
no_account,24,critical_other,2028,less_100,4_7,2,male_single,none,2,building_society_savings_life_insurance,30,none,own,2,unskilled_resident,1,none,yes,good,Home
less_0,15,critical_other,1433,less_100,1_4,4,female_divorced_separated_married,none,3,building_society_savings_life_insurance,25,none,rent,2,skilled_official,1,none,yes,good,Home
greater_200,42,no_credit_all_paid,6289,less_100,less_1,2,male_divorced_separated,none,1,building_society_savings_life_insurance,33,none,own,2,skilled_official,1,none,yes,good,Investment/Development
no_account,13,existing_paid,1409,100_500,unemployed,2,female_divorced_separated_married,none,4,real_estate,64,none,own,1,skilled_official,1,none,yes,good,Home
less_0,24,existing_paid,6579,less_100,unemployed,4,male_single,none,2,unknown_no_property,29,none,for_free,1,management_self_employed_highly_qualified,1,yes,yes,good,Vehicles
0_200,24,critical_other,1743,less_100,greater_7,4,male_single,none,2,building_society_savings_life_insurance,48,none,own,2,unskilled_resident,1,none,yes,good,Home
no_account,12,critical_other,3565,unknown,less_1,2,male_single,none,1,building_society_savings_life_insurance,37,none,own,2,unskilled_resident,2,none,yes,good,Investment/Development
no_account,15,all_paid,1569,100_500,greater_7,4,male_single,none,4,car_or_other,34,bank,own,1,unskilled_resident,2,none,yes,good,Home
less_0,18,existing_paid,1936,unknown,4_7,2,male_married,none,4,car_or_other,23,none,rent,2,unskilled_resident,1,none,yes,good,Home
less_0,36,existing_paid,3959,less_100,unemployed,4,male_single,none,3,building_society_savings_life_insurance,30,none,own,1,management_self_employed_highly_qualified,1,yes,yes,good,Home
no_account,12,existing_paid,2390,unknown,greater_7,4,male_single,none,3,car_or_other,50,none,own,1,skilled_official,1,yes,yes,good,Vehicles
no_account,12,existing_paid,1736,less_100,4_7,3,female_divorced_separated_married,none,4,real_estate,31,none,own,1,unskilled_resident,1,none,yes,good,Home
less_0,30,existing_paid,3857,less_100,1_4,4,male_divorced_separated,none,4,building_society_savings_life_insurance,40,none,own,1,management_self_employed_highly_qualified,1,yes,yes,good,Vehicles
no_account,12,existing_paid,804,less_100,greater_7,4,male_single,none,4,car_or_other,38,none,own,1,skilled_official,1,none,yes,good,Home
less_0,45,existing_paid,1845,less_100,1_4,4,male_single,none,4,unknown_no_property,23,none,for_free,1,skilled_official,1,yes,yes,bad,Home
0_200,45,critical_other,4576,100_500,unemployed,3,male_single,none,4,car_or_other,27,none,own,1,skilled_official,1,none,yes,good,Vehicles
